0,0,1.5707963,0.99973
0,0,1.5707963,0.99973
0,0,1.5707963,0.99973
0,0,1.5707963,0.99973
0,0,1.5707963,0.99973
0,0,1.5707963,0.99973
0,0,1.5707963,0.99973
0,0,1.5707963,0.99946
0,0,1.5707963,0.99946
0,0,1.5707963,0.99946
0,0,1.5707963,0.99946
0,0,1.5707963,0.99946
0,0,1.5707963,0.99946
0,0,1.5707963,0.99946
0,0,1.5707963,0.99919
0,0,1.5707963,0.99919
0,0,1.5707963,0.99919
0,0,1.5707963,0.99919
0,0,1.5707963,0.99919
0,0,1.5707963,0.99919
0,0,1.5707963,0.99919
0,0,1.5707963,0.99892
0,0,1.5707963,0.99892
0,0,1.5707963,0.99892
0,0,1.5707963,0.99892
0,0,1.5707963,0.99892
0,0,1.5707963,0.99892
0,0,1.5707963,0.99892
0,0,1.5707963,0.99865
0,0,1.5707963,0.99865
0,0,1.5707963,0.99865
0,0,1.5707963,0.99865
0,0,1.5707963,0.99865
0,0,1.5707963,0.99865
0,0,1.5707963,0.99865
0,0,1.5707963,0.99865
0,0,1.5707963,0.99838
0,0,1.5707963,0.99838
0,0,1.5707963,0.99838
0,0,1.5707963,0.99838
0,0,1.5707963,0.99838
0,0,1.5707963,0.99838
0,0,1.5707963,0.99811
0,0,1.5707963,0.99811
0,0,1.5707963,0.99811
0,0,1.5707963,0.99811
0,0,1.5707963,0.99811
0,0,1.5707963,0.99811
0,0,1.5707963,0.99811
0,0,1.5707963,0.99784
0,0,1.5707963,0.99784
0,0,1.5707963,0.99784
0,0,1.5707963,0.99784
0,0,1.5707963,0.99784
0,0,1.5707963,0.99784
0,0,1.5707963,0.99784
0,0,1.5707963,0.99757
0,0,1.5707963,0.99757
0,0,1.5707963,0.99757
0,0,1.5707963,0.99757
0,0,1.5707963,0.99757
0,0,1.5707963,0.99757
0,0,1.5707963,0.99757
0,0,1.5707963,0.9973
0,0,1.5707963,0.9973
0,0,1.5707963,0.9973
0,0,1.5707963,0.9973
0,0,1.5707963,0.9973
0,0,1.5707963,0.9973
0,0,1.5707963,0.9973
0,0,1.5707963,0.99703
0,0,1.5707963,0.99703
0,0,1.5707963,0.99703
0,0,1.5707963,0.99703
